image,kanjiname,hiragananame,romajiname,localisedname,nickname,position,element,playstyle,kick,control,technique,pressure,physical,agility,intelligence,bst
https://dxi4wb638ujep.cloudfront.net/1/k/p/c/pcdbsxig6tc.png,喜多 一番,きた いちばん,Ichiban Kita,Jimmy Kyrk,喜多,FW,林 (Forest),Justice,114,108,98,81,78,78,86,643
https://dxi4wb638ujep.cloudfront.net/1/k/h/0/h0ym2wbpb_8.png,安藤 恒之,あんどう つねゆき,Tsuneyuki Ando,Harkness Torchwood,安藤,FW,山 (Mountain),Tension,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/q/c/qcptbpn12mu.png,星降 香宮夜,ほしふる かぐや,Kaguya Hoshifuru,Jean-Luc Janeway,香宮夜,FW,火 (Fire),Bond,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/w/z/wzkyiss9dsk.png,折尾 三保志,おりお みほし,Mihoshi Orio,Wesley Sheridan,折尾,GK,風 (Wind),Rough Play,79,86,81,91,95,98,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/b/b/bb75lt0hufm.png,奥志田 和洋,おうしだ かずひろ,Kazuhiro Oshida,Sithri Peon,奥志田,DF,山 (Mountain),Breach,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/d/6/d68ll0mrrzm.png,弓削 昇,ゆげ のぼる,Noboru Yuge,Isaac Binks,弓削,DF,林 (Forest),Tension,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/y/s/ysnemlargqk.png,暗谷 正運,あんこく まさゆき,Masayuki Ankoku,Carl Rissian,暗谷,MF,山 (Mountain),Rough Play,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/s/9/s9ux1w1zzku.png,陽沢 光留,はるさわ ひかる,Hikaru Harusawa,Robert Affett,陽沢,FW,火 (Fire),Bond,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/f/v/fvknjcztjwk.png,観月 路子,みづき みちこ,Michiko Mizuki,Deanna Tam,観月,MF,風 (Wind),Breach,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/_/6/_6vd_vicoj0.png,篠山 ミツル,しのやま みつる,Mitsuru Shinoyama,Aum Nirvana,篠山,GK,風 (Wind),Breach,83,90,84,91,99,104,90,641
https://dxi4wb638ujep.cloudfront.net/1/k/f/v/fv22syxk7de.png,蒲石 常興,がまいし つねおき,Tsuneoki Gamaishi,Adamant Walhalla,蒲石,DF,風 (Wind),Rough Play,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/u/9/u9hxbnxwwws.png,大沢田 虎鉄,おおさわだ こてつ,Kotetsu Osawada,Omega Elysium,大沢田,DF,山 (Mountain),Justice,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/s/c/scalvujct2s.png,永久 童子,ながひさ どうじ,Doji Nagahisa,Fürimmer Jung,永久,DF,林 (Forest),Counter,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/d/0/d0xqcrfm-fe.png,倉ノ院 佐之助,くらのいん さのすけ,Sanosuke Kuranoin,Zenith Shangrila,倉ノ院,DF,火 (Fire),Breach,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/9/b/9bsfr2wull0.png,潮 賢次郎,うしお けんじろう,Kenjiro Ushio,Optimum Limbo,潮,MF,火 (Fire),Breach,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/m/z/mzj-8jwumwc.png,毒島 兼真,ぶすじま かねざね,Kanezane Busujima,Panacea Utopia,毒島,MF,風 (Wind),Breach,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/4/z/4zcmnev2bp0.png,逆崎 無限,さかざき むげん,Mugen Sakazaki,Acme Rapture,逆崎,MF,林 (Forest),Justice,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/j/x/jxthg7zmsac.png,白都 聖志郎,しらと きよしろう,Kiyoshiro Shirato,Ultima Nextworld,白都,FW,風 (Wind),Breach,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/n/z/nz2k666fn28.png,光良 夜桜,みつよし よざくら,Yozakura Mitsuyoshi,Maxim Millennium,光良,FW,林 (Forest),Rough Play,114,108,98,81,78,78,86,643
https://dxi4wb638ujep.cloudfront.net/1/k/w/x/wxhrxfc_gfu.png,磯崎 研磨,いそざき けんま,Kenma Isozaki,Infinity Beyond,磯崎,FW,火 (Fire),Counter,114,108,98,81,78,78,86,643
https://dxi4wb638ujep.cloudfront.net/1/k/2/e/2ekeeyp3vlk.png,知多 剛,ちた つよし,Tsuyoshi Chita,Apex Paradiso,知多,GK,火 (Fire),Bond,79,86,81,91,95,98,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/h/2/h2v_pnpn4wm.png,場里 闘史,ばさと とうし,Toshi Basato,Pearl Gates,場里,FW,風 (Wind),Breach,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/f/x/fxsjh-dh9qm.png,極見 誠真,きわみ せいしん,Seishin Kiwami,Perpetuo Xanadu,極見,MF,林 (Forest),Bond,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/0/_/0_jcqb7bqjk.png,陸野 俊兵,おかの しゅんぺい,Shunpei Okano,Sempiterno Bliss,陸野,MF,火 (Fire),Bond,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/u/q/uqa35cotldu.png,紙平 儀造,かみひら ぎぞう,Gizo Kamihira,Myriad Arcadia,紙平,DF,林 (Forest),Rough Play,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/u/h/uhvgk9vpolm.png,萬屋 能力,よろずや よしちか,Yoshichika Yorozuya,Primo Eden,萬屋,DF,林 (Forest),Breach,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/f/6/f6bflnb-qa8.png,雅野 麗一,みやびの れいいち,Reiichi Miyabino,Preston Princeton,雅野,GK,林 (Forest),Tension,83,90,84,91,99,104,90,641
https://dxi4wb638ujep.cloudfront.net/1/k/_/v/_viwy602l6m.png,龍崎 皇児,りゅうざき おうじ,Oji Ryuzaki,Dracon Yale,龍崎,DF,風 (Wind),Rough Play,83,86,88,95,99,85,107,643
https://dxi4wb638ujep.cloudfront.net/1/k/o/9/o9tr1fsmijk.png,大瀧 殿男,おおたき とのお,Tonoo Otaki,Duke Dartmouth,大瀧,DF,山 (Mountain),Rough Play,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/m/c/mcunbcagnpk.png,成田 賢也,なりた けんや,Kenya Narita,Cameron Cambridge,成田,DF,林 (Forest),Justice,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/9/0/90ls2jmag8m.png,五木 勝正,いつき かつまさ,Katsumasa Itsuki,Earl Eton,五木,MF,林 (Forest),Justice,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/d/b/dbgzl-tsvc8.png,飛鳥寺 朔也,あすかじ さくや,Sakuya Asukaji,Caesar Cornell,飛鳥寺,MF,風 (Wind),Counter,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/s/z/sz34ib1o4vu.png,洞沢 秀二,ほらさわ しゅうじ,Shuji Horasawa,Hampton Harvard,洞沢,MF,火 (Fire),Bond,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/y/z/yzig5m2kfq8.png,蒲田 太留彦,かばた たるひこ,Taruhiko Kabata,Baron Oxford,蒲田,DF,山 (Mountain),Tension,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/p/x/px5buzqwyju.png,佐々鬼 厳,ささき いわお,Iwao Sasaki,Sterling Stanford,佐々鬼,MF,林 (Forest),Breach,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/h/z/hzimoyz5tp0.png,逸見 久仁彦,いつみ くにひこ,Kunihiko Itsumi,Colby Columbia,逸見,FW,火 (Fire),Bond,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/2/x/2xttjn_d-8c.png,御門 春馬,みかど はるま,Haruma Mikado,Rex Remington,御門,FW,山 (Mountain),Justice,107,104,95,84,82,78,93,643
https://dxi4wb638ujep.cloudfront.net/1/k/w/e/wewywqkllcs.png,増荒 門輝,ましら かどてる,Kadoteru Mashira,Fred Featherstonhaugh,増荒,GK,山 (Mountain),Bond,79,86,81,91,95,98,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/n/2/n2b5dvsxmve.png,中邑 未散,なかむら みちる,Michiru Nakamura,Arthur Ascot,中邑,DF,風 (Wind),Tension,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/l/x/lxglz2-djpe.png,霞野 迅太,かすみの じんた,Jinta Kasumino,Stuart St John,霞野,DF,林 (Forest),Tension,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/u/_/u_3eejynoas.png,華村 薫,はなむら かおる,Kaoru Hanamura,Wenceslas Wales,華村,FW,火 (Fire),Breach,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/0/q/0quxnutv76c.png,大杉 太,おおすぎ ふとし,Futoshi Osugi,Yorick York,大杉,MF,山 (Mountain),Counter,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/m/d/mda8pecb4xs.png,鬼道 有人,きどう ゆうと,Yuto Kido,Jude Sharp,鬼道,MF,風 (Wind),Breach,104,112,109,91,92,85,100,693
https://dxi4wb638ujep.cloudfront.net/1/k/f/l/flv05ldflc0.png,佐久間 次郎,さくま じろう,Jiro Sakuma,David Samford,佐久間,FW,林 (Forest),Breach,121,115,105,88,85,85,93,692
https://dxi4wb638ujep.cloudfront.net/1/k/n/s/nsmzyj79wls.png,深淵 断道,ふかみ だんどう,Dando Fukami,Ishmael Ahab,深淵,GK,風 (Wind),Rough Play,79,86,81,88,95,101,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/t/d/tdvsh-o1ffc.png,井出 乗数,いで のりかず,Norikazu Ide,Octavus Kraken,井出,DF,火 (Fire),Counter,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/c/r/crenmbopo20.png,猿賀 操馬,さるが そうま,Soma Saruga,Roger Jolly,猿賀,DF,山 (Mountain),Bond,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/e/k/ekzriy6jtw0.png,船旗 勇斗,ふなき ゆうと,Yuto Funaki,Sinbad Saylor,ふなきゅう,DF,火 (Fire),Rough Play,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/v/i/viowpnczadc.png,凪沢 渚,なぎさわ なぎさ,Nagisa Nagisawa,Rob Crusoe,凪沢,DF,風 (Wind),Justice,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/p/n/pnlfc6pr1js.png,党賀 徹,とうが とおる,Toru Toga,Cheung Po,党賀,MF,林 (Forest),Counter,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/-/l/-l6kxfpryqe.png,海図 航一郎,かいず こういちろう,Koichiro Kaizu,William Kidd,海図,MF,林 (Forest),Tension,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/k/p/kpf8aimj_vs.png,村上 軍記,むらかみ ぐんき,Gunki Murakami,Santelmo Phyre,村上,MF,火 (Fire),Tension,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/7/n/7n0dt3qzsce.png,湾田 七雄人,わんだ なおと,Naoto Wanda,Dakkar Nemo,湾田,MF,風 (Wind),Bond,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/v/p/vpvq32j6zwk.png,浪川 蓮助,なみかわ れんすけ,Rensuke Namikawa,Davy Jones,浪川,FW,風 (Wind),Bond,114,108,98,81,78,78,86,643
https://dxi4wb638ujep.cloudfront.net/1/k/k/n/knexajfaedm.png,喜峰 岬,よしみね みさき,Misaki Yoshimine,Calico Corsair,喜峰,FW,林 (Forest),Tension,107,104,95,84,82,78,93,643
https://dxi4wb638ujep.cloudfront.net/1/k/e/i/ei9ejuwirj8.png,宝亀 竜平,ほうき りゅうへい,Ryuhei Hoki,Nick Tofobia,宝亀,GK,火 (Fire),Tension,79,86,81,88,95,101,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/1/g/1gmlkrwygqu.png,漁火 平丸,いさりび たいらまる,Tairamaru Isaribi,Marley Hookson,漁火,MF,火 (Fire),Counter,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/3/b/3bl5kyeedwu.png,藤田 純友,ふじた すみとも,Sumitomo Fujita,Bart Black,藤田,DF,風 (Wind),Rough Play,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/g/p/gp6ynnikul8.png,黒船 威造,くろふね いぞう,Ryo Sakamoto,Frank Drake,黒船,DF,山 (Mountain),Justice,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/m/g/mgzt0qxsbfm.png,宇美岸 燕太郎,うみぎし えんたろう,Entaro Umigishi,Barnabas Rossa,宇美岸,FW,林 (Forest),Rough Play,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/s/m/smsakkhfljm.png,九鬼 真次,くき まさつぐ,Masatsugu Kuki,Longjohn Silver,九鬼,GK,林 (Forest),Breach,79,86,81,88,95,101,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/t/s/tsyfgrybuck.png,兵頭 司,ひょうどう つかさ,Tsukasa Hyodo,Alessandro il Grande,兵頭,GK,山 (Mountain),,83,90,84,91,99,104,90,641
https://dxi4wb638ujep.cloudfront.net/1/k/n/d/nd7qv2tjb8u.png,金平 鉄斎,かねひら てっさい,Tessai Kanehira,Gene Ghiskhan,金平,DF,山 (Mountain),Breach,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/8/r/8rkl4jlz2p8.png,長船 典膳,おさふね てんぜん,Tenzen Osafune,Attila Hun,長船,DF,火 (Fire),Breach,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/-/k/-knxwqzfzj8.png,蜂須賀 忠虎,はちすか ただとら,Tadatora Hachisuka,Sun Tzu,蜂須賀,DF,風 (Wind),Bond,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/p/i/pi827v_le6u.png,小早川 槍吉,こばやかわ そうきち,Sokichi Kobayakawa,Arty Xerxes,小早川,DF,林 (Forest),Counter,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/v/n/vnfdoyktrak.png,月島 景秀,つきしま かげひで,Kagehide Tsukishima,Darius Cyrus,月島,MF,風 (Wind),Tension,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/e/l/eluifnsxgpm.png,正宗 五朗,まさむね ごろう,Goro Masamune,Jerry Onimo,正宗,MF,火 (Fire),Rough Play,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/q/p/qpr60av1hwk.png,甲斐 信武,かい のぶたけ,Nobutake Kai,Leon Ohnepart,甲斐,MF,山 (Mountain),Bond,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/1/p/1p7wd-agtjs.png,柴田 勝時,しばた かちどき,Kachidoki Shibata,Robert Lee,柴田,FW,山 (Mountain),Rough Play,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/e/n/enk3ubm8a6e.png,一文字 斬斗,いちもんじ きりと,Kirito Ichimonji,Nobby Naga,一文字,FW,風 (Wind),Justice,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/k/i/kipc9ct01a0.png,山本 勘太,やまもと かんた,Kanta Yamamoto,Salvador Addin,山本,GK,風 (Wind),Counter,79,86,81,91,95,98,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/v/g/vgyjqj1oypc.png,竹中 半蔵,たけなか はんぞう,Hanzo Takenaka,Otto Bismark,竹中,DF,林 (Forest),Bond,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/x/b/xbf_-6nidvc.png,真田 六郎,さなだ ろくろう,Rokuro Sanada,Jean Darc,真田,DF,林 (Forest),Bond,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/m/p/mpuetfbywc0.png,嶋 左門字,しま さもんじ,Samonji Shima,Bobby Bruce,左門字,FW,火 (Fire),Tension,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/g/g/ggnray0qf8e.png,烏丸 竹千代,からすま たけちよ,Takechiyo Karasuma,Hanny Bawl,烏丸,FW,風 (Wind),Counter,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/d/o/doj7nbh_mqk.png,近藤 啓士,こんどう けいじ,Keiji Kondo,Sturm Schwartzkopf,近藤,FW,林 (Forest),Breach,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/p/c/pcjtq-zv0x8.png,白咲 克也,しろさき かつや,Katsuya Shirosaki,Wolfe Whyte,白咲,GK,風 (Wind),Tension,83,90,84,91,99,104,90,641
https://dxi4wb638ujep.cloudfront.net/1/k/v/t/vtay5jsdbrm.png,北厳 猛雪,ほくげん たけゆき,Takeyuki Hokugen,Sascha Kotch,北厳,DF,風 (Wind),Counter,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/e/f/efx5ucknsik.png,伊富 寅太,いとう とらた,Torata Ito,Guy l'Acier,伊富,DF,山 (Mountain),Rough Play,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/c/k/ck2l6fylpkk.png,小樽 港太郎,おたる こうたろう,Kotaro Otaru,Matther Horne,小樽,DF,林 (Forest),Breach,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/t/m/tmhex6-xexm.png,真狩 銀次郎,まかり ぎんじろう,Ginjiro Makari,Iggie Loo,真狩,DF,風 (Wind),Justice,83,86,88,95,99,85,107,643
https://dxi4wb638ujep.cloudfront.net/1/k/n/j/njkxenl5x38.png,木瀧 常緒,きたき つねお,Tsuneo Kitaki,Bob Sled,木瀧,MF,火 (Fire),Rough Play,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/8/l/8lvqpytdceu.png,洞爺 国広,とうや くにひろ,Kunihiro Toya,Blain Chills,洞爺,MF,火 (Fire),Breach,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/i/h/ihqiyvuh778.png,氷里 樹,こおり いつき,Itsuki Kori,Art Tundra,氷里,MF,風 (Wind),Rough Play,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/5/j/5jbp1qibwiu.png,留萌 頃彦,るもい ころひこ,Korohiko Rumoi,Borel Aurora,留萌,MF,林 (Forest),Rough Play,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/x/h/xhakvrbs3k0.png,雪村 豹牙,ゆきむら ひょうが,Hyoga Yukimura,Njord Snio,雪村,FW,風 (Wind),Tension,117,112,102,84,82,81,90,668
https://dxi4wb638ujep.cloudfront.net/1/k/m/j/mjxfcunoaxc.png,射月 冬馬,いてつき とうま,Toma Itetsuki,Yule Hoarfrost,射月,FW,林 (Forest),Bond,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/g/m/gmswrjsgv3s.png,最崎 至,もざき いたる,Itaru Mozaki,Suno Aisu,最崎,GK,山 (Mountain),Breach,79,86,81,88,95,101,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/3/o/3ojr820acee.png,王鹿 角,おうじか かく,Kaku Ojika,Himesh Himalaya,王鹿,DF,山 (Mountain),Counter,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/1/v/1vknsvm2hce.png,山音 実里,やまね みのり,Minori Yamane,Blake Wintry,ヤマネ,MF,山 (Mountain),Bond,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/e/h/ehvs_qamqxs.png,日高 岳,ひだか たけし,Takeshi Hidaka,Fritz Brisk,日高,MF,風 (Wind),Justice,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/k/o/ko2zsn1efrc.png,石 岩次郎,せき がんじろう,Ganjiro Seki,Grisley Bear,グリズリー,FW,火 (Fire),,114,108,98,81,78,78,86,643
https://dxi4wb638ujep.cloudfront.net/1/k/9/h/9hao0gu3twu.png,熊崎 伝治,くまざき でんじ,Denji Kumazaki,Wilder Bigfoot,熊崎,MF,山 (Mountain),Breach,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/v/c/vc3re26pqi0.png,硬山 強,かたやま つよし,Tsuyoshi Katayama,Strom Boojum,硬山,GK,山 (Mountain),Counter,79,86,81,91,95,98,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/p/t/ptuenrphfoe.png,大磯川 太郎,おおいそかわ たろう,Taro Oisokawa,Dock Hickory,おおいそ,DF,林 (Forest),Justice,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/-/f/-fl_gupbybs.png,石川 神兵,いしかわ かんべい,Kanbei Ishikawa,Bourne Birch,石川,DF,林 (Forest),Tension,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/8/k/8kijon733ds.png,山裂 虎太郎,やまざき こたろう,Kotaro Yamazaki,Flynt Pine,山裂,DF,火 (Fire),Justice,76,79,77,95,99,81,110,617
https://dxi4wb638ujep.cloudfront.net/1/k/n/m/nmtcjydnaue.png,湖沼 枠,こぬま わく,Waku Konuma,Trent Poplar,湖沼,DF,林 (Forest),Counter,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/t/j/tjw3wvofvo0.png,清水 柳人,しみず りゅうと,Ryuto Shimizu,River Willows,清水,MF,風 (Wind),Rough Play,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/c/l/clbwdqo_c9c.png,和泉 奏秋,いずみ かなあき,Kanaaki Izumi,Beck Heath,和泉,MF,風 (Wind),Justice,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/o/h/oh-osdndlc0.png,跳沢 真波,とびさわ まな,Mana Tobisawa,Brook Linden,跳沢,MF,火 (Fire),Counter,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/z/j/zjpvbirnixc.png,貴志部 大河,きしべ たいが,Taiga Kishibe,Bay Laurel,貴志部,MF,山 (Mountain),Justice,97,104,102,84,85,78,93,643
https://dxi4wb638ujep.cloudfront.net/1/k/3/h/3huibjiupd8.png,滝 総介,たき そうすけ,Sosuke Taki,Langford Ash,総介,FW,山 (Mountain),Breach,114,108,98,81,78,78,86,643
https://dxi4wb638ujep.cloudfront.net/1/k/g/j/gjld2ceueuu.png,河宮 幸多,かみや こうた,Kota Kamiya,Escott Aspen,河宮,FW,火 (Fire),Counter,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/m/m/mmg2lbxcxok.png,鬼怒川 我貫,きぬがわ わがぬき,Waganuki Kinugawa,Maxwell Mahogany,鬼怒川,GK,火 (Fire),Counter,79,86,81,88,95,101,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/x/o/xo3xi-xmc9m.png,滝 快彦,たき よしひこ,Yoshihiko Taki,Bradford Ash,快彦,FW,山 (Mountain),Bond,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/v/v/vvwlmnfkz7m.png,遊海 瑞,ゆかい みずほ,Mizuho Yukai,Calder Elm,遊海,FW,風 (Wind),Rough Play,104,101,91,81,78,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/k/h/khbqlyjw0ik.png,五色 潤,ごしき じゅん,Jun Goshiki,Laike Alder,五色,DF,山 (Mountain),Counter,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/e/o/eoifyfw4bou.png,川内 広明,せんだい ひろあき,Hiroaki Sendai,Tahoma Sequoia,川内,MF,林 (Forest),Breach,93,101,98,81,82,75,90,620
https://dxi4wb638ujep.cloudfront.net/1/k/g/l/gltgpqjnrn0.png,亜風炉 照美,あふろ てるみ,Terumi Afuro,Byron Love,アフロディ,MF,林 (Forest),Breach,104,112,109,91,92,85,100,693
https://dxi4wb638ujep.cloudfront.net/1/k/9/u/9u63nyaqk3k.png,箱野 随一,はこの ずいいち,Zuiichi Hakono,Abram Cadabra,箱野,GK,山 (Mountain),Breach,79,86,81,88,95,101,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/d/7/d7zc0v1i_xu.png,暮内 逢馬,くれない おうま,Oma Kurenai,Jaymes Randie,暮内,DF,林 (Forest),Counter,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/s/t/stojzqtysk8.png,小津野 役,おづの やく,Yaku Ozuno,Daffyd Blayne,小津野,DF,火 (Fire),Breach,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/u/y/uyv_3jb0xi8.png,道家 冠十郎,みちいえ かんじゅうろう,Kanjuro Michiie,Al Kazam,道家,DF,山 (Mountain),Justice,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/f/a/faeea2no6ru.png,新木 朗,あらき あきら,Akira Araki,Sigfryd Roi,新木,DF,山 (Mountain),Justice,79,83,84,91,95,81,104,617
https://dxi4wb638ujep.cloudfront.net/1/k/_/1/_19rjrsgpxk.png,銅原 帝人,どうはら ていと,Teito Dohara,Dave Coppfielder,銅原,MF,風 (Wind),Counter,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/o/d/odmkku08icm.png,札野 霧正,ふだの きりまさ,Kirimasa Fudano,Launce Berton,札野,MF,風 (Wind),Rough Play,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/6/3/63zsvz3ef9k.png,小鳩 宏夫,こばと ひろお,Hiroo Kobato,Ledger Demain,小鳩,MF,林 (Forest),Justice,90,104,105,77,75,75,93,619
https://dxi4wb638ujep.cloudfront.net/1/k/l/f/lfcz4mrkoom.png,真帆路 正,まほろ ただし,Tadashi Mahoro,Harrold Houdini,真帆路,MF,林 (Forest),Justice,97,104,102,84,85,78,93,643
https://dxi4wb638ujep.cloudfront.net/1/k/l/3/l3z-inytjis.png,不知火 幻一,しらぬい げんいち,Genichi Shiranui,Hocus Sesame,幻一,FW,火 (Fire),Breach,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/u/f/ufofpy-xkre.png,不知火 影二,しらぬい えいじ,Eiji Shiranui,Pocus Sesame,影二,FW,林 (Forest),Tension,110,104,95,77,75,75,83,619
https://dxi4wb638ujep.cloudfront.net/1/k/0/w/0wlqcflfrx0.png,虚木 実美,うつろぎ さねみ,Sanemi Utsurogi,Pen Teller,虚木,GK,風 (Wind),Tension,79,86,81,88,95,101,86,616
https://dxi4wb638ujep.cloudfront.net/1/k/f/y/fy6lx6tl8cc.png,井柳 丈次,いりゅう じょうじ,Joji Iryu,Petey Sorcar,井柳,DF,山 (Mountain),Justice,79,83,84,91,95,81,104,617
